candidate_name,district,constituency,party,votes_total,vote_share_pct,position,gender,age,assets,liabilities,criminal_cases
,,Coimbatore (North),,,,8,,,,,
,,Coimbatore (North),,,,10,,,,,
,,Coimbatore (North),,,,11,,,,,
,,Coimbatore (North),,,,21,,,,,
,,Coimbatore (North),,,,13,,,,,
,,Coimbatore (North),,,,5,,,,,
,,Thondamuthur,,,,2,,,,,
,,Thondamuthur,,,,1,,,,,
,,Thondamuthur,,,,4,,,,,
,,Thondamuthur,,,,6,,,,,
,,Thondamuthur,,,,11,,,,,
,,Thondamuthur,,,,3,,,,,
,,Thondamuthur,,,,10,,,,,
,,Thondamuthur,,,,9,,,,,
,,Thondamuthur,,,,7,,,,,
,,Thondamuthur,,,,8,,,,,
,,Thondamuthur,,,,5,,,,,
,,Coimbatore (South),,,,3,,,,,
,,Coimbatore (South),,,,7,,,,,
,,Coimbatore (South),,,,1,,,,,
,,Coimbatore (South),,,,4,,,,,
,,Coimbatore (South),,,,2,,,,,
,,Coimbatore (South),,,,13,,,,,
,,Coimbatore (South),,,,15,,,,,
,,Coimbatore (South),,,,6,,,,,
,,Coimbatore (South),,,,17,,,,,
,,Coimbatore (South),,,,16,,,,,
,,Coimbatore (South),,,,19,,,,,
,,Coimbatore (South),,,,21,,,,,
,,Coimbatore (South),,,,20,,,,,
,,Coimbatore (South),,,,8,,,,,
,,Coimbatore (South),,,,22,,,,,
,,Coimbatore (South),,,,10,,,,,
,,Coimbatore (South),,,,9,,,,,
,,Coimbatore (South),,,,12,,,,,
,,Coimbatore (South),,,,11,,,,,
,,Coimbatore (South),,,,18,,,,,
,,Coimbatore (South),,,,14,,,,,
,,Coimbatore (South),,,,5,,,,,
,,Singanallur,,,,2,,,,,
,,Singanallur,,,,1,,,,,
,,Singanallur,,,,8,,,,,
,,Singanallur,,,,15,,,,,
,,Singanallur,,,,5,,,,,
,,Singanallur,,,,4,,,,,
,,Singanallur,,,,14,,,,,
,,Singanallur,,,,3,,,,,
,,Singanallur,,,,18,,,,,
,,Singanallur,,,,20,,,,,
,,Singanallur,,,,12,,,,,
,,Singanallur,,,,22,,,,,
,,Singanallur,,,,17,,,,,
,,Singanallur,,,,21,,,,,
,,Singanallur,,,,9,,,,,
,,Singanallur,,,,7,,,,,
,,Singanallur,,,,11,,,,,
,,Singanallur,,,,10,,,,,
,,Singanallur,,,,16,,,,,
,,Singanallur,,,,13,,,,,
,,Singanallur,,,,19,,,,,
,,Singanallur,,,,6,,,,,
,,Kinathukadavu,,,,2,,,,,
,,Kinathukadavu,,,,1,,,,,
,,Kinathukadavu,,,,8,,,,,
,,Kinathukadavu,,,,4,,,,,
,,Kinathukadavu,,,,3,,,,,
,,Kinathukadavu,,,,10,,,,,
,,Kinathukadavu,,,,6,,,,,
,,Kinathukadavu,,,,14,,,,,
,,Kinathukadavu,,,,15,,,,,
,,Kinathukadavu,,,,12,,,,,
,,Kinathukadavu,,,,13,,,,,
,,Kinathukadavu,,,,9,,,,,
,,Kinathukadavu,,,,11,,,,,
,,Kinathukadavu,,,,7,,,,,
,,Kinathukadavu,,,,5,,,,,
,,Pollachi,,,,7,,,,,
,,Pollachi,,,,1,,,,,
,,Pollachi,,,,2,,,,,
,,Pollachi,,,,3,,,,,
,,Pollachi,,,,6,,,,,
,,Pollachi,,,,4,,,,,
,,Pollachi,,,,8,,,,,
,,Pollachi,,,,9,,,,,
,,Pollachi,,,,5,,,,,
,,Valparai,,,,1,,,,,
,,Valparai,,,,2,,,,,
,,Valparai,,,,6,,,,,
,,Valparai,,,,3,,,,,
,,Valparai,,,,4,,,,,
,,Valparai,,,,7,,,,,
,,Valparai,,,,5,,,,,
,,Udumalaipettai,,,,9,,,,,
,,Udumalaipettai,,,,2,,,,,
,,Udumalaipettai,,,,1,,,,,
,,Udumalaipettai,,,,8,,,,,
,,Udumalaipettai,,,,14,,,,,
,,Udumalaipettai,,,,6,,,,,
,,Udumalaipettai,,,,3,,,,,
,,Udumalaipettai,,,,4,,,,,
,,Udumalaipettai,,,,16,,,,,
,,Udumalaipettai,,,,12,,,,,
,,Udumalaipettai,,,,11,,,,,
,,Udumalaipettai,,,,15,,,,,
,,Udumalaipettai,,,,13,,,,,
,,Udumalaipettai,,,,7,,,,,
,,Udumalaipettai,,,,10,,,,,
,,Udumalaipettai,,,,5,,,,,
,,Madathukulam,,,,10,,,,,
,,Madathukulam,,,,1,,,,,
,,Madathukulam,,,,2,,,,,
,,Madathukulam,,,,5,,,,,
,,Madathukulam,,,,14,,,,,
,,Madathukulam,,,,3,,,,,
,,Madathukulam,,,,4,,,,,
,,Madathukulam,,,,13,,,,,
,,Madathukulam,,,,16,,,,,
,,Madathukulam,,,,15,,,,,
,,Madathukulam,,,,12,,,,,
,,Madathukulam,,,,8,,,,,
,,Madathukulam,,,,11,,,,,
,,Madathukulam,,,,9,,,,,
,,Madathukulam,,,,7,,,,,
,,Madathukulam,,,,6,,,,,
,,Palani,,,,1,,,,,
,,Palani,,,,10,,,,,
,,Palani,,,,2,,,,,
,,Palani,,,,7,,,,,
,,Palani,,,,18,,,,,
,,Palani,,,,4,,,,,
,,Palani,,,,3,,,,,
,,Palani,,,,5,,,,,
,,Palani,,,,24,,,,,
,,Palani,,,,17,,,,,
,,Palani,,,,25,,,,,
,,Palani,,,,23,,,,,
,,Palani,,,,13,,,,,
,,Palani,,,,12,,,,,
,,Palani,,,,14,,,,,
,,Palani,,,,8,,,,,
,,Palani,,,,9,,,,,
,,Palani,,,,22,,,,,
,,Palani,,,,11,,,,,
,,Palani,,,,20,,,,,
,,Palani,,,,16,,,,,
,,Palani,,,,19,,,,,
,,Palani,,,,21,,,,,
,,Palani,,,,15,,,,,
,,Palani,,,,6,,,,,
,,Oddanchatram,,,,1,,,,,
,,Oddanchatram,,,,5,,,,,
,,Oddanchatram,,,,2,,,,,
,,Oddanchatram,,,,7,,,,,
,,Oddanchatram,,,,6,,,,,
,,Oddanchatram,,,,3,,,,,
,,Oddanchatram,,,,11,,,,,
,,Oddanchatram,,,,13,,,,,
,,Oddanchatram,,,,15,,,,,
,,Oddanchatram,,,,14,,,,,
,,Oddanchatram,,,,12,,,,,
,,Oddanchatram,,,,10,,,,,
,,Oddanchatram,,,,9,,,,,
,,Oddanchatram,,,,8,,,,,
,,Oddanchatram,,,,4,,,,,
,,Athoor,,,,11,,,,,
,,Athoor,,,,1,,,,,
,,Athoor,,,,10,,,,,
,,Athoor,,,,4,,,,,
,,Athoor,,,,5,,,,,
,,Athoor,,,,3,,,,,
,,Athoor,,,,2,,,,,
,,Athoor,,,,9,,,,,
,,Athoor,,,,21,,,,,
,,Athoor,,,,20,,,,,
,,Athoor,,,,13,,,,,
,,Athoor,,,,16,,,,,
,,Athoor,,,,12,,,,,
,,Athoor,,,,6,,,,,
,,Athoor,,,,14,,,,,
,,Athoor,,,,15,,,,,
,,Athoor,,,,17,,,,,
,,Athoor,,,,8,,,,,
,,Athoor,,,,19,,,,,
,,Athoor,,,,18,,,,,
,,Athoor,,,,7,,,,,
,,Nilakkottai,,,,4,,,,,
,,Nilakkottai,,,,1,,,,,
,,Nilakkottai,,,,7,,,,,
,,Nilakkottai,,,,2,,,,,
,,Nilakkottai,,,,10,,,,,
,,Nilakkottai,,,,5,,,,,
,,Nilakkottai,,,,15,,,,,
,,Nilakkottai,,,,3,,,,,
,,Nilakkottai,,,,12,,,,,
,,Nilakkottai,,,,19,,,,,
,,Nilakkottai,,,,18,,,,,
,,Nilakkottai,,,,8,,,,,
,,Nilakkottai,,,,17,,,,,
,,Nilakkottai,,,,16,,,,,
,,Nilakkottai,,,,14,,,,,
,,Nilakkottai,,,,13,,,,,
,,Nilakkottai,,,,11,,,,,
,,Nilakkottai,,,,9,,,,,
,,Nilakkottai,,,,6,,,,,
,,Natham,,,,2,,,,,
,,Natham,,,,7,,,,,
,,Natham,,,,1,,,,,
,,Natham,,,,6,,,,,
,,Natham,,,,3,,,,,
,,Natham,,,,4,,,,,
,,Natham,,,,14,,,,,
,,Natham,,,,9,,,,,
,,Natham,,,,16,,,,,
,,Natham,,,,12,,,,,
,,Natham,,,,10,,,,,
,,Natham,,,,15,,,,,
,,Natham,,,,11,,,,,
,,Natham,,,,8,,,,,
,,Natham,,,,13,,,,,
,,Natham,,,,5,,,,,
,,Dindigul,,,,8,,,,,
,,Dindigul,,,,1,,,,,
,,Dindigul,,,,2,,,,,
,,Dindigul,,,,10,,,,,
,,Dindigul,,,,12,,,,,
,,Dindigul,,,,4,,,,,
,,Dindigul,,,,20,,,,,
,,Dindigul,,,,22,,,,,
,,Dindigul,,,,11,,,,,
,,Dindigul,,,,5,,,,,
,,Dindigul,,,,3,,,,,
,,Dindigul,,,,14,,,,,
,,Dindigul,,,,21,,,,,
,,Dindigul,,,,16,,,,,
,,Dindigul,,,,15,,,,,
,,Dindigul,,,,7,,,,,
,,Dindigul,,,,19,,,,,
,,Dindigul,,,,9,,,,,
,,Dindigul,,,,13,,,,,
,,Dindigul,,,,18,,,,,
,,Dindigul,,,,17,,,,,
,,Dindigul,,,,6,,,,,
,,Vedasandur,,,,1,,,,,
,,Vedasandur,,,,2,,,,,
,,Vedasandur,,,,10,,,,,
,,Vedasandur,,,,16,,,,,
,,Vedasandur,,,,3,,,,,
,,Vedasandur,,,,15,,,,,
,,Vedasandur,,,,14,,,,,
,,Vedasandur,,,,4,,,,,
,,Vedasandur,,,,6,,,,,
,,Vedasandur,,,,19,,,,,
,,Vedasandur,,,,12,,,,,
,,Vedasandur,,,,20,,,,,
,,Vedasandur,,,,17,,,,,
,,Vedasandur,,,,13,,,,,
,,Vedasandur,,,,5,,,,,
,,Vedasandur,,,,7,,,,,
,,Vedasandur,,,,9,,,,,
,,Vedasandur,,,,11,,,,,
,,Vedasandur,,,,18,,,,,
,,Vedasandur,,,,21,,,,,
,,Vedasandur,,,,8,,,,,
,,Aravakurichi,,,,2,,,,,
,,Aravakurichi,,,,1,,,,,
,,Aravakurichi,,,,10,,,,,
,,Aravakurichi,,,,3,,,,,
,,Aravakurichi,,,,4,,,,,
,,Aravakurichi,,,,5,,,,,
,,Aravakurichi,,,,32,,,,,
,,Aravakurichi,,,,8,,,,,
,,Aravakurichi,,,,19,,,,,
,,Aravakurichi,,,,25,,,,,
,,Aravakurichi,,,,18,,,,,
,,Aravakurichi,,,,21,,,,,
,,Aravakurichi,,,,23,,,,,
,,Aravakurichi,,,,17,,,,,
,,Aravakurichi,,,,9,,,,,
,,Aravakurichi,,,,6,,,,,
,,Aravakurichi,,,,12,,,,,
,,Aravakurichi,,,,15,,,,,
,,Aravakurichi,,,,26,,,,,
,,Aravakurichi,,,,38,,,,,
,,Aravakurichi,,,,30,,,,,
,,Aravakurichi,,,,37,,,,,
,,Aravakurichi,,,,34,,,,,
,,Aravakurichi,,,,28,,,,,
,,Aravakurichi,,,,29,,,,,
,,Aravakurichi,,,,40,,,,,
,,Aravakurichi,,,,33,,,,,
,,Aravakurichi,,,,39,,,,,
,,Aravakurichi,,,,27,,,,,
,,Aravakurichi,,,,24,,,,,
,,Aravakurichi,,,,16,,,,,
,,Aravakurichi,,,,14,,,,,
,,Aravakurichi,,,,11,,,,,
,,Aravakurichi,,,,13,,,,,
,,Aravakurichi,,,,31,,,,,
,,Aravakurichi,,,,35,,,,,
,,Aravakurichi,,,,36,,,,,
,,Aravakurichi,,,,22,,,,,
,,Aravakurichi,,,,41,,,,,
,,Aravakurichi,,,,20,,,,,
,,Aravakurichi,,,,7,,,,,
,,Karur,,,,9,,,,,
,,Karur,,,,1,,,,,
,,Karur,,,,6,,,,,
,,Karur,,,,2,,,,,
,,Karur,,,,3,,,,,
,,Karur,,,,15,,,,,
,,Karur,,,,13,,,,,
,,Karur,,,,4,,,,,
,,Karur,,,,24,,,,,
,,Karur,,,,28,,,,,
,,Karur,,,,30,,,,,
,,Karur,,,,19,,,,,
,,Karur,,,,8,,,,,
,,Karur,,,,7,,,,,
,,Karur,,,,10,,,,,
,,Karur,,,,12,,,,,
,,Karur,,,,29,,,,,
,,Karur,,,,20,,,,,
,,Karur,,,,40,,,,,
,,Karur,,,,23,,,,,
,,Karur,,,,35,,,,,
,,Karur,,,,78,,,,,
,,Karur,,,,72,,,,,
,,Karur,,,,56,,,,,
,,Karur,,,,61,,,,,
,,Karur,,,,57,,,,,
,,Karur,,,,58,,,,,
,,Karur,,,,51,,,,,
,,Karur,,,,27,,,,,
,,Karur,,,,37,,,,,
,,Karur,,,,21,,,,,
,,Karur,,,,25,,,,,
,,Karur,,,,66,,,,,
,,Karur,,,,36,,,,,
,,Karur,,,,63,,,,,
,,Karur,,,,16,,,,,
,,Karur,,,,49,,,,,
,,Karur,,,,77,,,,,
,,Karur,,,,65,,,,,
,,Karur,,,,53,,,,,
,,Karur,,,,50,,,,,
,,Karur,,,,67,,,,,
,,Karur,,,,64,,,,,
,,Karur,,,,47,,,,,
,,Karur,,,,45,,,,,
,,Karur,,,,70,,,,,
,,Karur,,,,48,,,,,
,,Karur,,,,38,,,,,
,,Karur,,,,18,,,,,
,,Karur,,,,39,,,,,
,,Karur,,,,54,,,,,
,,Karur,,,,34,,,,,
,,Karur,,,,71,,,,,
,,Karur,,,,73,,,,,
,,Karur,,,,74,,,,,
,,Karur,,,,68,,,,,
,,Karur,,,,52,,,,,
,,Karur,,,,76,,,,,
,,Karur,,,,75,,,,,
,,Karur,,,,55,,,,,
,,Karur,,,,43,,,,,
,,Karur,,,,62,,,,,
,,Karur,,,,59,,,,,
,,Karur,,,,26,,,,,
,,Karur,,,,17,,,,,
,,Karur,,,,22,,,,,
,,Karur,,,,41,,,,,
,,Karur,,,,11,,,,,
,,Karur,,,,32,,,,,
,,Karur,,,,60,,,,,
,,Karur,,,,44,,,,,
,,Karur,,,,46,,,,,
,,Karur,,,,69,,,,,
,,Karur,,,,42,,,,,
,,Karur,,,,31,,,,,
,,Karur,,,,14,,,,,
,,Karur,,,,33,,,,,
,,Karur,,,,5,,,,,
,,Krishnarayapuram,,,,4,,,,,
,,Krishnarayapuram,,,,1,,,,,
,,Krishnarayapuram,,,,2,,,,,
,,Krishnarayapuram,,,,9,,,,,
,,Krishnarayapuram,,,,14,,,,,
,,Krishnarayapuram,,,,3,,,,,
,,Krishnarayapuram,,,,16,,,,,
,,Krishnarayapuram,,,,5,,,,,
,,Krishnarayapuram,,,,21,,,,,
,,Krishnarayapuram,,,,17,,,,,
,,Krishnarayapuram,,,,18,,,,,
,,Krishnarayapuram,,,,22,,,,,
,,Krishnarayapuram,,,,15,,,,,
,,Krishnarayapuram,,,,10,,,,,
,,Krishnarayapuram,,,,7,,,,,
,,Krishnarayapuram,,,,11,,,,,
,,Krishnarayapuram,,,,13,,,,,
,,Krishnarayapuram,,,,8,,,,,
,,Krishnarayapuram,,,,12,,,,,
,,Krishnarayapuram,,,,24,,,,,
,,Krishnarayapuram,,,,25,,,,,
,,Krishnarayapuram,,,,26,,,,,
,,Krishnarayapuram,,,,27,,,,,
,,Krishnarayapuram,,,,23,,,,,
,,Krishnarayapuram,,,,20,,,,,
,,Krishnarayapuram,,,,19,,,,,
,,Krishnarayapuram,,,,6,,,,,
,,Kulithalai,,,,10,,,,,
,,Kulithalai,,,,2,,,,,
,,Kulithalai,,,,1,,,,,
,,Kulithalai,,,,12,,,,,
,,Kulithalai,,,,16,,,,,
,,Kulithalai,,,,6,,,,,
,,Kulithalai,,,,3,,,,,
,,Kulithalai,,,,8,,,,,
,,Kulithalai,,,,14,,,,,
,,Kulithalai,,,,18,,,,,
,,Kulithalai,,,,19,,,,,
,,Kulithalai,,,,7,,,,,
,,Kulithalai,,,,15,,,,,
,,Kulithalai,,,,5,,,,,
,,Kulithalai,,,,11,,,,,
,,Kulithalai,,,,13,,,,,
,,Kulithalai,,,,17,,,,,
,,Kulithalai,,,,9,,,,,
,,Kulithalai,,,,4,,,,,
,,Manapparai,,,,1,,,,,
,,Manapparai,,,,4,,,,,
,,Manapparai,,,,2,,,,,
,,Manapparai,,,,7,,,,,
,,Manapparai,,,,3,,,,,
,,Manapparai,,,,15,,,,,
,,Manapparai,,,,19,,,,,
,,Manapparai,,,,23,,,,,
,,Manapparai,,,,13,,,,,
,,Manapparai,,,,20,,,,,
,,Manapparai,,,,10,,,,,
,,Manapparai,,,,17,,,,,
,,Manapparai,,,,12,,,,,
,,Manapparai,,,,5,,,,,
,,Manapparai,,,,14,,,,,
,,Manapparai,,,,8,,,,,
,,Manapparai,,,,9,,,,,
,,Manapparai,,,,16,,,,,
,,Manapparai,,,,11,,,,,
,,Manapparai,,,,21,,,,,
,,Manapparai,,,,18,,,,,
,,Manapparai,,,,22,,,,,
,,Manapparai,,,,6,,,,,
,,Srirangam,,,,2,,,,,
,,Srirangam,,,,8,,,,,
,,Srirangam,,,,1,,,,,
,,Srirangam,,,,9,,,,,
,,Srirangam,,,,5,,,,,
,,Srirangam,,,,3,,,,,
,,Srirangam,,,,13,,,,,
,,Srirangam,,,,16,,,,,
,,Srirangam,,,,7,,,,,
,,Srirangam,,,,15,,,,,
,,Srirangam,,,,14,,,,,
,,Srirangam,,,,12,,,,,
,,Srirangam,,,,10,,,,,
,,Srirangam,,,,11,,,,,
,,Srirangam,,,,4,,,,,
,,Srirangam,,,,6,,,,,
,,Tiruchirappalli (West),,,,1,,,,,
,,Tiruchirappalli (West),,,,2,,,,,
,,Tiruchirappalli (West),,,,4,,,,,
,,Tiruchirappalli (West),,,,5,,,,,
,,Tiruchirappalli (West),,,,3,,,,,
,,Tiruchirappalli (West),,,,9,,,,,
,,Tiruchirappalli (West),,,,13,,,,,
,,Tiruchirappalli (West),,,,7,,,,,
,,Tiruchirappalli (West),,,,14,,,,,
,,Tiruchirappalli (West),,,,12,,,,,
,,Tiruchirappalli (West),,,,11,,,,,
,,Tiruchirappalli (West),,,,8,,,,,
,,Tiruchirappalli (West),,,,10,,,,,
,,Tiruchirappalli (West),,,,6,,,,,
,,Tiruchirappalli (East),,,,1,,,,,
,,Tiruchirappalli (East),,,,2,,,,,
,,Tiruchirappalli (East),,,,3,,,,,
,,Tiruchirappalli (East),,,,5,,,,,
,,Tiruchirappalli (East),,,,12,,,,,
,,Tiruchirappalli (East),,,,4,,,,,
,,Tiruchirappalli (East),,,,13,,,,,
,,Tiruchirappalli (East),,,,16,,,,,
,,Tiruchirappalli (East),,,,17,,,,,
,,Tiruchirappalli (East),,,,18,,,,,
,,Tiruchirappalli (East),,,,14,,,,,
,,Tiruchirappalli (East),,,,15,,,,,
,,Tiruchirappalli (East),,,,8,,,,,
,,Tiruchirappalli (East),,,,19,,,,,
,,Tiruchirappalli (East),,,,11,,,,,
,,Tiruchirappalli (East),,,,7,,,,,
,,Tiruchirappalli (East),,,,9,,,,,
,,Tiruchirappalli (East),,,,10,,,,,
,,Tiruchirappalli (East),,,,6,,,,,
,,Thiruverumbur,,,,1,,,,,
,,Thiruverumbur,,,,2,,,,,
,,Thiruverumbur,,,,5,,,,,
,,Thiruverumbur,,,,9,,,,,
,,Thiruverumbur,,,,8,,,,,
,,Thiruverumbur,,,,7,,,,,
,,Thiruverumbur,,,,3,,,,,
,,Thiruverumbur,,,,11,,,,,
,,Thiruverumbur,,,,4,,,,,
,,Thiruverumbur,,,,14,,,,,
,,Thiruverumbur,,,,13,,,,,
,,Thiruverumbur,,,,16,,,,,
,,Thiruverumbur,,,,15,,,,,
,,Thiruverumbur,,,,12,,,,,
,,Thiruverumbur,,,,10,,,,,
,,Thiruverumbur,,,,6,,,,,
,,Lalgudi,,,,1,,,,,
,,Lalgudi,,,,2,,,,,
,,Lalgudi,,,,7,,,,,
,,Lalgudi,,,,9,,,,,
,,Lalgudi,,,,10,,,,,
,,Lalgudi,,,,3,,,,,
,,Lalgudi,,,,13,,,,,
,,Lalgudi,,,,4,,,,,
,,Lalgudi,,,,15,,,,,
,,Lalgudi,,,,12,,,,,
,,Lalgudi,,,,14,,,,,
,,Lalgudi,,,,8,,,,,
,,Lalgudi,,,,11,,,,,
,,Lalgudi,,,,6,,,,,
,,Lalgudi,,,,5,,,,,
,,Manachanallur,,,,9,,,,,
,,Manachanallur,,,,1,,,,,
,,Manachanallur,,,,2,,,,,
,,Manachanallur,,,,10,,,,,
,,Manachanallur,,,,5,,,,,
,,Manachanallur,,,,3,,,,,
,,Manachanallur,,,,23,,,,,
,,Manachanallur,,,,4,,,,,
,,Manachanallur,,,,18,,,,,
,,Manachanallur,,,,11,,,,,
,,Manachanallur,,,,25,,,,,
,,Manachanallur,,,,20,,,,,
,,Manachanallur,,,,22,,,,,
,,Manachanallur,,,,19,,,,,
,,Manachanallur,,,,12,,,,,
,,Manachanallur,,,,14,,,,,
,,Manachanallur,,,,17,,,,,
,,Manachanallur,,,,7,,,,,
,,Manachanallur,,,,15,,,,,
,,Manachanallur,,,,16,,,,,
,,Manachanallur,,,,30,,,,,
,,Manachanallur,,,,27,,,,,
,,Manachanallur,,,,29,,,,,
,,Manachanallur,,,,28,,,,,
,,Manachanallur,,,,24,,,,,
,,Manachanallur,,,,26,,,,,
,,Manachanallur,,,,21,,,,,
,,Manachanallur,,,,8,,,,,
,,Manachanallur,,,,13,,,,,
,,Manachanallur,,,,6,,,,,
,,Musiri,,,,4,,,,,
,,Musiri,,,,2,,,,,
,,Musiri,,,,1,,,,,
,,Musiri,,,,10,,,,,
,,Musiri,,,,5,,,,,
,,Musiri,,,,14,,,,,
,,Musiri,,,,19,,,,,
,,Musiri,,,,3,,,,,
,,Musiri,,,,20,,,,,
,,Musiri,,,,21,,,,,
,,Musiri,,,,15,,,,,
,,Musiri,,,,11,,,,,
,,Musiri,,,,16,,,,,
,,Musiri,,,,12,,,,,
,,Musiri,,,,7,,,,,
,,Musiri,,,,8,,,,,
,,Musiri,,,,17,,,,,
,,Musiri,,,,9,,,,,
,,Musiri,,,,13,,,,,
,,Musiri,,,,18,,,,,
,,Musiri,,,,6,,,,,
,,Thuraiyur,,,,2,,,,,
,,Thuraiyur,,,,7,,,,,
,,Thuraiyur,,,,1,,,,,
,,Thuraiyur,,,,8,,,,,
,,Thuraiyur,,,,5,,,,,
,,Thuraiyur,,,,3,,,,,
,,Thuraiyur,,,,14,,,,,
,,Thuraiyur,,,,4,,,,,
,,Thuraiyur,,,,12,,,,,
,,Thuraiyur,,,,9,,,,,
,,Thuraiyur,,,,13,,,,,
,,Thuraiyur,,,,10,,,,,
,,Thuraiyur,,,,11,,,,,
,,Thuraiyur,,,,6,,,,,
,,Perambalur,,,,8,,,,,
,,Perambalur,,,,9,,,,,
,,Perambalur,,,,2,,,,,
,,Perambalur,,,,1,,,,,
,,Perambalur,,,,4,,,,,
,,Perambalur,,,,6,,,,,
,,Perambalur,,,,3,,,,,
,,Perambalur,,,,7,,,,,
,,Perambalur,,,,10,,,,,
,,Perambalur,,,,5,,,,,
,,Kunnam,,,,2,,,,,
,,Kunnam,,,,1,,,,,
,,Kunnam,,,,10,,,,,
,,Kunnam,,,,3,,,,,
,,Kunnam,,,,15,,,,,
,,Kunnam,,,,4,,,,,
,,Kunnam,,,,8,,,,,
,,Kunnam,,,,18,,,,,
,,Kunnam,,,,22,,,,,
,,Kunnam,,,,21,,,,,
,,Kunnam,,,,19,,,,,
,,Kunnam,,,,13,,,,,
,,Kunnam,,,,14,,,,,
,,Kunnam,,,,16,,,,,
,,Kunnam,,,,5,,,,,
,,Kunnam,,,,6,,,,,
,,Kunnam,,,,9,,,,,
,,Kunnam,,,,12,,,,,
,,Kunnam,,,,17,,,,,
,,Kunnam,,,,20,,,,,
,,Kunnam,,,,23,,,,,
,,Kunnam,,,,11,,,,,
,,Kunnam,,,,7,,,,,
,,Ariyalur,,,,11,,,,,
,,Ariyalur,,,,1,,,,,
,,Ariyalur,,,,2,,,,,
,,Ariyalur,,,,6,,,,,
,,Ariyalur,,,,3,,,,,
,,Ariyalur,,,,4,,,,,
,,Ariyalur,,,,7,,,,,
,,Ariyalur,,,,14,,,,,
,,Ariyalur,,,,12,,,,,
,,Ariyalur,,,,13,,,,,
,,Ariyalur,,,,10,,,,,
,,Ariyalur,,,,8,,,,,
,,Ariyalur,,,,9,,,,,
,,Ariyalur,,,,5,,,,,
,,Jayankondam,,,,1,,,,,
,,Jayankondam,,,,9,,,,,
,,Jayankondam,,,,6,,,,,
,,Jayankondam,,,,4,,,,,
,,Jayankondam,,,,10,,,,,
,,Jayankondam,,,,2,,,,,
,,Jayankondam,,,,3,,,,,
,,Jayankondam,,,,7,,,,,
,,Jayankondam,,,,11,,,,,
,,Jayankondam,,,,12,,,,,
,,Jayankondam,,,,14,,,,,
,,Jayankondam,,,,13,,,,,
,,Jayankondam,,,,8,,,,,
,,Jayankondam,,,,5,,,,,
,,Tittakudi,,,,4,,,,,
,,Tittakudi,,,,1,,,,,
,,Tittakudi,,,,2,,,,,
,,Tittakudi,,,,11,,,,,
,,Tittakudi,,,,13,,,,,
,,Tittakudi,,,,3,,,,,
,,Tittakudi,,,,5,,,,,
,,Tittakudi,,,,9,,,,,
,,Tittakudi,,,,8,,,,,
,,Tittakudi,,,,15,,,,,
,,Tittakudi,,,,16,,,,,
,,Tittakudi,,,,14,,,,,
,,Tittakudi,,,,12,,,,,
,,Tittakudi,,,,6,,,,,
,,Tittakudi,,,,10,,,,,
,,Tittakudi,,,,7,,,,,
,,Vriddhachalam,,,,11,,,,,
,,Vriddhachalam,,,,3,,,,,
,,Vriddhachalam,,,,1,,,,,
,,Vriddhachalam,,,,4,,,,,
,,Vriddhachalam,,,,12,,,,,
,,Vriddhachalam,,,,2,,,,,
,,Vriddhachalam,,,,5,,,,,
,,Vriddhachalam,,,,16,,,,,
,,Vriddhachalam,,,,22,,,,,
,,Vriddhachalam,,,,7,,,,,
,,Vriddhachalam,,,,14,,,,,
,,Vriddhachalam,,,,29,,,,,
,,Vriddhachalam,,,,15,,,,,
,,Vriddhachalam,,,,20,,,,,
,,Vriddhachalam,,,,19,,,,,
,,Vriddhachalam,,,,13,,,,,
,,Vriddhachalam,,,,17,,,,,
,,Vriddhachalam,,,,18,,,,,
,,Vriddhachalam,,,,10,,,,,
,,Vriddhachalam,,,,23,,,,,
,,Vriddhachalam,,,,27,,,,,
,,Vriddhachalam,,,,9,,,,,
,,Vriddhachalam,,,,28,,,,,
,,Vriddhachalam,,,,21,,,,,
,,Vriddhachalam,,,,30,,,,,
,,Vriddhachalam,,,,26,,,,,
,,Vriddhachalam,,,,24,,,,,
,,Vriddhachalam,,,,25,,,,,
,,Vriddhachalam,,,,6,,,,,
,,Vriddhachalam,,,,8,,,,,
,,Neyveli,,,,9,,,,,
,,Neyveli,,,,1,,,,,
,,Neyveli,,,,6,,,,,
,,Neyveli,,,,4,,,,,
,,Neyveli,,,,3,,,,,
,,Neyveli,,,,2,,,,,
,,Neyveli,,,,11,,,,,
,,Neyveli,,,,10,,,,,
,,Neyveli,,,,12,,,,,
,,Neyveli,,,,13,,,,,
,,Neyveli,,,,7,,,,,
,,Neyveli,,,,8,,,,,
,,Neyveli,,,,5,,,,,
,,Panruti,,,,2,,,,,
,,Panruti,,,,4,,,,,
,,Panruti,,,,1,,,,,
,,Panruti,,,,3,,,,,
,,Panruti,,,,5,,,,,
,,Panruti,,,,8,,,,,
,,Panruti,,,,12,,,,,
,,Panruti,,,,13,,,,,
,,Panruti,,,,14,,,,,
,,Panruti,,,,16,,,,,
,,Panruti,,,,11,,,,,
,,Panruti,,,,15,,,,,
,,Panruti,,,,10,,,,,
,,Panruti,,,,7,,,,,
,,Panruti,,,,9,,,,,
,,Panruti,,,,6,,,,,
,,Cuddalore,,,,1,,,,,
,,Cuddalore,,,,2,,,,,
,,Cuddalore,,,,5,,,,,
,,Cuddalore,,,,11,,,,,
,,Cuddalore,,,,4,,,,,
