candidate_name,district,constituency,party,votes_total,vote_share_pct,position,gender,age,assets,liabilities,criminal_cases
,,Tambaram,,,,21,,,,,
,,Tambaram,,,,18,,,,,
,,Tambaram,,,,20,,,,,
,,Tambaram,,,,15,,,,,
,,Tambaram,,,,9,,,,,
,,Tambaram,,,,16,,,,,
,,Tambaram,,,,11,,,,,
,,Tambaram,,,,10,,,,,
,,Tambaram,,,,13,,,,,
,,Tambaram,,,,22,,,,,
,,Tambaram,,,,23,,,,,
,,Tambaram,,,,14,,,,,
,,Tambaram,,,,19,,,,,
,,Tambaram,,,,6,,,,,
,,Chengalpattu,,,,2,,,,,
,,Chengalpattu,,,,1,,,,,
,,Chengalpattu,,,,7,,,,,
,,Chengalpattu,,,,3,,,,,
,,Chengalpattu,,,,6,,,,,
,,Chengalpattu,,,,12,,,,,
,,Chengalpattu,,,,8,,,,,
,,Chengalpattu,,,,4,,,,,
,,Chengalpattu,,,,13,,,,,
,,Chengalpattu,,,,14,,,,,
,,Chengalpattu,,,,10,,,,,
,,Chengalpattu,,,,11,,,,,
,,Chengalpattu,,,,9,,,,,
,,Chengalpattu,,,,5,,,,,
,,Thiruporur,,,,7,,,,,
,,Thiruporur,,,,2,,,,,
,,Thiruporur,,,,5,,,,,
,,Thiruporur,,,,1,,,,,
,,Thiruporur,,,,3,,,,,
,,Thiruporur,,,,4,,,,,
,,Thiruporur,,,,10,,,,,
,,Thiruporur,,,,12,,,,,
,,Thiruporur,,,,9,,,,,
,,Thiruporur,,,,11,,,,,
,,Thiruporur,,,,8,,,,,
,,Thiruporur,,,,6,,,,,
,,Cheyyur,,,,7,,,,,
,,Cheyyur,,,,2,,,,,
,,Cheyyur,,,,4,,,,,
,,Cheyyur,,,,5,,,,,
,,Cheyyur,,,,1,,,,,
,,Cheyyur,,,,3,,,,,
,,Cheyyur,,,,10,,,,,
,,Cheyyur,,,,9,,,,,
,,Cheyyur,,,,8,,,,,
,,Cheyyur,,,,6,,,,,
,,Madurantakam,,,,2,,,,,
,,Madurantakam,,,,8,,,,,
,,Madurantakam,,,,1,,,,,
,,Madurantakam,,,,4,,,,,
,,Madurantakam,,,,9,,,,,
,,Madurantakam,,,,11,,,,,
,,Madurantakam,,,,3,,,,,
,,Madurantakam,,,,5,,,,,
,,Madurantakam,,,,7,,,,,
,,Madurantakam,,,,10,,,,,
,,Madurantakam,,,,6,,,,,
,,Uthiramerur,,,,1,,,,,
,,Uthiramerur,,,,8,,,,,
,,Uthiramerur,,,,2,,,,,
,,Uthiramerur,,,,3,,,,,
,,Uthiramerur,,,,14,,,,,
,,Uthiramerur,,,,5,,,,,
,,Uthiramerur,,,,4,,,,,
,,Uthiramerur,,,,18,,,,,
,,Uthiramerur,,,,15,,,,,
,,Uthiramerur,,,,16,,,,,
,,Uthiramerur,,,,12,,,,,
,,Uthiramerur,,,,21,,,,,
,,Uthiramerur,,,,17,,,,,
,,Uthiramerur,,,,10,,,,,
,,Uthiramerur,,,,13,,,,,
,,Uthiramerur,,,,7,,,,,
,,Uthiramerur,,,,9,,,,,
,,Uthiramerur,,,,20,,,,,
,,Uthiramerur,,,,11,,,,,
,,Uthiramerur,,,,19,,,,,
,,Uthiramerur,,,,6,,,,,
,,Kancheepuram,,,,1,,,,,
,,Kancheepuram,,,,8,,,,,
,,Kancheepuram,,,,4,,,,,
,,Kancheepuram,,,,3,,,,,
,,Kancheepuram,,,,2,,,,,
,,Kancheepuram,,,,6,,,,,
,,Kancheepuram,,,,10,,,,,
,,Kancheepuram,,,,7,,,,,
,,Kancheepuram,,,,16,,,,,
,,Kancheepuram,,,,15,,,,,
,,Kancheepuram,,,,12,,,,,
,,Kancheepuram,,,,9,,,,,
,,Kancheepuram,,,,13,,,,,
,,Kancheepuram,,,,14,,,,,
,,Kancheepuram,,,,11,,,,,
,,Kancheepuram,,,,5,,,,,
,,Arakkonam,,,,6,,,,,
,,Arakkonam,,,,1,,,,,
,,Arakkonam,,,,3,,,,,
,,Arakkonam,,,,2,,,,,
,,Arakkonam,,,,5,,,,,
,,Arakkonam,,,,4,,,,,
,,Arakkonam,,,,14,,,,,
,,Arakkonam,,,,13,,,,,
,,Arakkonam,,,,9,,,,,
,,Arakkonam,,,,12,,,,,
,,Arakkonam,,,,10,,,,,
,,Arakkonam,,,,11,,,,,
,,Arakkonam,,,,8,,,,,
,,Arakkonam,,,,7,,,,,
,,Sholinghur,,,,8,,,,,
,,Sholinghur,,,,1,,,,,
,,Sholinghur,,,,2,,,,,
,,Sholinghur,,,,3,,,,,
,,Sholinghur,,,,4,,,,,
,,Sholinghur,,,,17,,,,,
,,Sholinghur,,,,14,,,,,
,,Sholinghur,,,,5,,,,,
,,Sholinghur,,,,7,,,,,
,,Sholinghur,,,,19,,,,,
,,Sholinghur,,,,18,,,,,
,,Sholinghur,,,,11,,,,,
,,Sholinghur,,,,15,,,,,
,,Sholinghur,,,,10,,,,,
,,Sholinghur,,,,12,,,,,
,,Sholinghur,,,,13,,,,,
,,Sholinghur,,,,16,,,,,
,,Sholinghur,,,,9,,,,,
,,Sholinghur,,,,6,,,,,
,,Katpadi,,,,1,,,,,
,,Katpadi,,,,2,,,,,
,,Katpadi,,,,8,,,,,
,,Katpadi,,,,13,,,,,
,,Katpadi,,,,6,,,,,
,,Katpadi,,,,3,,,,,
,,Katpadi,,,,5,,,,,
,,Katpadi,,,,16,,,,,
,,Katpadi,,,,11,,,,,
,,Katpadi,,,,12,,,,,
,,Katpadi,,,,10,,,,,
,,Katpadi,,,,14,,,,,
,,Katpadi,,,,15,,,,,
,,Katpadi,,,,9,,,,,
,,Katpadi,,,,7,,,,,
,,Katpadi,,,,4,,,,,
,,Ranipet,,,,1,,,,,
,,Ranipet,,,,2,,,,,
,,Ranipet,,,,6,,,,,
,,Ranipet,,,,4,,,,,
,,Ranipet,,,,9,,,,,
,,Ranipet,,,,3,,,,,
,,Ranipet,,,,7,,,,,
,,Ranipet,,,,13,,,,,
,,Ranipet,,,,15,,,,,
,,Ranipet,,,,14,,,,,
,,Ranipet,,,,10,,,,,
,,Ranipet,,,,11,,,,,
,,Ranipet,,,,12,,,,,
,,Ranipet,,,,8,,,,,
,,Ranipet,,,,5,,,,,
,,Arcot,,,,1,,,,,
,,Arcot,,,,7,,,,,
,,Arcot,,,,2,,,,,
,,Arcot,,,,3,,,,,
,,Arcot,,,,9,,,,,
,,Arcot,,,,4,,,,,
,,Arcot,,,,12,,,,,
,,Arcot,,,,6,,,,,
,,Arcot,,,,13,,,,,
,,Arcot,,,,11,,,,,
,,Arcot,,,,8,,,,,
,,Arcot,,,,10,,,,,
,,Arcot,,,,5,,,,,
,,Vellore,,,,2,,,,,
,,Vellore,,,,1,,,,,
,,Vellore,,,,10,,,,,
,,Vellore,,,,11,,,,,
,,Vellore,,,,7,,,,,
,,Vellore,,,,6,,,,,
,,Vellore,,,,3,,,,,
,,Vellore,,,,14,,,,,
,,Vellore,,,,4,,,,,
,,Vellore,,,,18,,,,,
,,Vellore,,,,17,,,,,
,,Vellore,,,,16,,,,,
,,Vellore,,,,15,,,,,
,,Vellore,,,,13,,,,,
,,Vellore,,,,12,,,,,
,,Vellore,,,,9,,,,,
,,Vellore,,,,8,,,,,
,,Vellore,,,,5,,,,,
,,Anaikattu,,,,1,,,,,
,,Anaikattu,,,,2,,,,,
,,Anaikattu,,,,6,,,,,
,,Anaikattu,,,,3,,,,,
,,Anaikattu,,,,8,,,,,
,,Anaikattu,,,,14,,,,,
,,Anaikattu,,,,13,,,,,
,,Anaikattu,,,,11,,,,,
,,Anaikattu,,,,5,,,,,
,,Anaikattu,,,,12,,,,,
,,Anaikattu,,,,10,,,,,
,,Anaikattu,,,,9,,,,,
,,Anaikattu,,,,7,,,,,
,,Anaikattu,,,,4,,,,,
,,Kilvaithinankuppam,,,,2,,,,,
,,Kilvaithinankuppam,,,,5,,,,,
,,Kilvaithinankuppam,,,,7,,,,,
,,Kilvaithinankuppam,,,,1,,,,,
,,Kilvaithinankuppam,,,,6,,,,,
,,Kilvaithinankuppam,,,,11,,,,,
,,Kilvaithinankuppam,,,,3,,,,,
,,Kilvaithinankuppam,,,,8,,,,,
,,Kilvaithinankuppam,,,,10,,,,,
,,Kilvaithinankuppam,,,,9,,,,,
,,Kilvaithinankuppam,,,,4,,,,,
,,Gudiyattam,,,,1,,,,,
,,Gudiyattam,,,,2,,,,,
,,Gudiyattam,,,,6,,,,,
,,Gudiyattam,,,,3,,,,,
,,Gudiyattam,,,,12,,,,,
,,Gudiyattam,,,,7,,,,,
,,Gudiyattam,,,,13,,,,,
,,Gudiyattam,,,,4,,,,,
,,Gudiyattam,,,,10,,,,,
,,Gudiyattam,,,,11,,,,,
,,Gudiyattam,,,,15,,,,,
,,Gudiyattam,,,,16,,,,,
,,Gudiyattam,,,,14,,,,,
,,Gudiyattam,,,,9,,,,,
,,Gudiyattam,,,,8,,,,,
,,Gudiyattam,,,,5,,,,,
,,Vaniyambadi,,,,1,,,,,
,,Vaniyambadi,,,,7,,,,,
,,Vaniyambadi,,,,13,,,,,
,,Vaniyambadi,,,,5,,,,,
,,Vaniyambadi,,,,3,,,,,
,,Vaniyambadi,,,,2,,,,,
,,Vaniyambadi,,,,4,,,,,
,,Vaniyambadi,,,,9,,,,,
,,Vaniyambadi,,,,10,,,,,
,,Vaniyambadi,,,,8,,,,,
,,Vaniyambadi,,,,14,,,,,
,,Vaniyambadi,,,,11,,,,,
,,Vaniyambadi,,,,12,,,,,
,,Vaniyambadi,,,,6,,,,,
,,Ambur,,,,2,,,,,
,,Ambur,,,,7,,,,,
,,Ambur,,,,1,,,,,
,,Ambur,,,,9,,,,,
,,Ambur,,,,4,,,,,
,,Ambur,,,,14,,,,,
,,Ambur,,,,13,,,,,
,,Ambur,,,,8,,,,,
,,Ambur,,,,3,,,,,
,,Ambur,,,,5,,,,,
,,Ambur,,,,11,,,,,
,,Ambur,,,,10,,,,,
,,Ambur,,,,12,,,,,
,,Ambur,,,,6,,,,,
,,Jolarpet,,,,8,,,,,
,,Jolarpet,,,,1,,,,,
,,Jolarpet,,,,2,,,,,
,,Jolarpet,,,,6,,,,,
,,Jolarpet,,,,3,,,,,
,,Jolarpet,,,,7,,,,,
,,Jolarpet,,,,5,,,,,
,,Jolarpet,,,,13,,,,,
,,Jolarpet,,,,14,,,,,
,,Jolarpet,,,,12,,,,,
,,Jolarpet,,,,11,,,,,
,,Jolarpet,,,,10,,,,,
,,Jolarpet,,,,9,,,,,
,,Jolarpet,,,,4,,,,,
,,Tirupattur,,,,1,,,,,
,,Tirupattur,,,,7,,,,,
,,Tirupattur,,,,8,,,,,
,,Tirupattur,,,,3,,,,,
,,Tirupattur,,,,4,,,,,
,,Tirupattur,,,,2,,,,,
,,Tirupattur,,,,14,,,,,
,,Tirupattur,,,,16,,,,,
,,Tirupattur,,,,9,,,,,
,,Tirupattur,,,,13,,,,,
,,Tirupattur,,,,11,,,,,
,,Tirupattur,,,,10,,,,,
,,Tirupattur,,,,12,,,,,
,,Tirupattur,,,,15,,,,,
,,Tirupattur,,,,6,,,,,
,,Tirupattur,,,,5,,,,,
,,Uthangarai,,,,2,,,,,
,,Uthangarai,,,,1,,,,,
,,Uthangarai,,,,7,,,,,
,,Uthangarai,,,,4,,,,,
,,Uthangarai,,,,3,,,,,
,,Uthangarai,,,,10,,,,,
,,Uthangarai,,,,6,,,,,
,,Uthangarai,,,,11,,,,,
,,Uthangarai,,,,13,,,,,
,,Uthangarai,,,,12,,,,,
,,Uthangarai,,,,9,,,,,
,,Uthangarai,,,,8,,,,,
,,Uthangarai,,,,5,,,,,
,,Bargur,,,,2,,,,,
,,Bargur,,,,6,,,,,
,,Bargur,,,,1,,,,,
,,Bargur,,,,8,,,,,
,,Bargur,,,,9,,,,,
,,Bargur,,,,13,,,,,
,,Bargur,,,,5,,,,,
,,Bargur,,,,3,,,,,
,,Bargur,,,,12,,,,,
,,Bargur,,,,14,,,,,
,,Bargur,,,,15,,,,,
,,Bargur,,,,11,,,,,
,,Bargur,,,,7,,,,,
,,Bargur,,,,10,,,,,
,,Bargur,,,,4,,,,,
,,Krishnagiri,,,,1,,,,,
,,Krishnagiri,,,,6,,,,,
,,Krishnagiri,,,,2,,,,,
,,Krishnagiri,,,,8,,,,,
,,Krishnagiri,,,,7,,,,,
,,Krishnagiri,,,,13,,,,,
,,Krishnagiri,,,,3,,,,,
,,Krishnagiri,,,,4,,,,,
,,Krishnagiri,,,,15,,,,,
,,Krishnagiri,,,,12,,,,,
,,Krishnagiri,,,,14,,,,,
,,Krishnagiri,,,,16,,,,,
,,Krishnagiri,,,,11,,,,,
,,Krishnagiri,,,,9,,,,,
,,Krishnagiri,,,,10,,,,,
,,Krishnagiri,,,,5,,,,,
,,Veppanahalli,,,,2,,,,,
,,Veppanahalli,,,,4,,,,,
,,Veppanahalli,,,,1,,,,,
,,Veppanahalli,,,,3,,,,,
,,Veppanahalli,,,,9,,,,,
,,Veppanahalli,,,,13,,,,,
,,Veppanahalli,,,,16,,,,,
,,Veppanahalli,,,,7,,,,,
,,Veppanahalli,,,,5,,,,,
,,Veppanahalli,,,,15,,,,,
,,Veppanahalli,,,,14,,,,,
,,Veppanahalli,,,,10,,,,,
,,Veppanahalli,,,,12,,,,,
,,Veppanahalli,,,,8,,,,,
,,Veppanahalli,,,,11,,,,,
,,Veppanahalli,,,,6,,,,,
,,Hosur,,,,1,,,,,
,,Hosur,,,,2,,,,,
,,Hosur,,,,9,,,,,
,,Hosur,,,,3,,,,,
,,Hosur,,,,14,,,,,
,,Hosur,,,,12,,,,,
,,Hosur,,,,4,,,,,
,,Hosur,,,,6,,,,,
,,Hosur,,,,18,,,,,
,,Hosur,,,,19,,,,,
,,Hosur,,,,17,,,,,
,,Hosur,,,,15,,,,,
,,Hosur,,,,16,,,,,
,,Hosur,,,,13,,,,,
,,Hosur,,,,10,,,,,
,,Hosur,,,,8,,,,,
,,Hosur,,,,7,,,,,
,,Hosur,,,,11,,,,,
,,Hosur,,,,5,,,,,
,,Thalli,,,,1,,,,,
,,Thalli,,,,2,,,,,
,,Thalli,,,,5,,,,,
,,Thalli,,,,11,,,,,
,,Thalli,,,,9,,,,,
,,Thalli,,,,3,,,,,
,,Thalli,,,,12,,,,,
,,Thalli,,,,13,,,,,
,,Thalli,,,,7,,,,,
,,Thalli,,,,10,,,,,
,,Thalli,,,,8,,,,,
,,Thalli,,,,6,,,,,
,,Thalli,,,,4,,,,,
,,Palacode,,,,7,,,,,
,,Palacode,,,,1,,,,,
,,Palacode,,,,2,,,,,
,,Palacode,,,,4,,,,,
,,Palacode,,,,3,,,,,
,,Palacode,,,,6,,,,,
,,Palacode,,,,13,,,,,
,,Palacode,,,,12,,,,,
,,Palacode,,,,11,,,,,
,,Palacode,,,,10,,,,,
,,Palacode,,,,9,,,,,
,,Palacode,,,,8,,,,,
,,Palacode,,,,5,,,,,
,,Pennagaram,,,,2,,,,,
,,Pennagaram,,,,4,,,,,
,,Pennagaram,,,,10,,,,,
,,Pennagaram,,,,13,,,,,
,,Pennagaram,,,,3,,,,,
,,Pennagaram,,,,1,,,,,
,,Pennagaram,,,,7,,,,,
,,Pennagaram,,,,14,,,,,
,,Pennagaram,,,,16,,,,,
,,Pennagaram,,,,11,,,,,
,,Pennagaram,,,,8,,,,,
,,Pennagaram,,,,5,,,,,
,,Pennagaram,,,,12,,,,,
,,Pennagaram,,,,15,,,,,
,,Pennagaram,,,,9,,,,,
,,Pennagaram,,,,6,,,,,
,,Dharmapuri,,,,2,,,,,
,,Dharmapuri,,,,10,,,,,
,,Dharmapuri,,,,15,,,,,
,,Dharmapuri,,,,4,,,,,
,,Dharmapuri,,,,6,,,,,
,,Dharmapuri,,,,17,,,,,
,,Dharmapuri,,,,16,,,,,
,,Dharmapuri,,,,3,,,,,
,,Dharmapuri,,,,1,,,,,
,,Dharmapuri,,,,5,,,,,
,,Dharmapuri,,,,14,,,,,
,,Dharmapuri,,,,19,,,,,
,,Dharmapuri,,,,21,,,,,
,,Dharmapuri,,,,11,,,,,
,,Dharmapuri,,,,13,,,,,
,,Dharmapuri,,,,9,,,,,
,,Dharmapuri,,,,8,,,,,
,,Dharmapuri,,,,18,,,,,
,,Dharmapuri,,,,12,,,,,
,,Dharmapuri,,,,22,,,,,
,,Dharmapuri,,,,20,,,,,
,,Dharmapuri,,,,7,,,,,
,,Pappireddipatti,,,,7,,,,,
,,Pappireddipatti,,,,1,,,,,
,,Pappireddipatti,,,,2,,,,,
,,Pappireddipatti,,,,5,,,,,
,,Pappireddipatti,,,,3,,,,,
,,Pappireddipatti,,,,12,,,,,
,,Pappireddipatti,,,,4,,,,,
,,Pappireddipatti,,,,11,,,,,
,,Pappireddipatti,,,,13,,,,,
,,Pappireddipatti,,,,8,,,,,
,,Pappireddipatti,,,,16,,,,,
,,Pappireddipatti,,,,15,,,,,
,,Pappireddipatti,,,,14,,,,,
,,Pappireddipatti,,,,9,,,,,
,,Pappireddipatti,,,,10,,,,,
,,Pappireddipatti,,,,6,,,,,
,,Harur,,,,2,,,,,
,,Harur,,,,1,,,,,
,,Harur,,,,6,,,,,
,,Harur,,,,9,,,,,
,,Harur,,,,4,,,,,
,,Harur,,,,10,,,,,
,,Harur,,,,13,,,,,
,,Harur,,,,3,,,,,
,,Harur,,,,11,,,,,
,,Harur,,,,14,,,,,
,,Harur,,,,12,,,,,
,,Harur,,,,8,,,,,
,,Harur,,,,7,,,,,
,,Harur,,,,5,,,,,
,,Chengam,,,,4,,,,,
,,Chengam,,,,1,,,,,
,,Chengam,,,,7,,,,,
,,Chengam,,,,2,,,,,
,,Chengam,,,,6,,,,,
,,Chengam,,,,11,,,,,
,,Chengam,,,,3,,,,,
,,Chengam,,,,14,,,,,
,,Chengam,,,,15,,,,,
,,Chengam,,,,13,,,,,
,,Chengam,,,,16,,,,,
,,Chengam,,,,12,,,,,
,,Chengam,,,,9,,,,,
,,Chengam,,,,10,,,,,
,,Chengam,,,,8,,,,,
,,Chengam,,,,5,,,,,
,,Tiruvannamalai,,,,9,,,,,
,,Tiruvannamalai,,,,2,,,,,
,,Tiruvannamalai,,,,1,,,,,
,,Tiruvannamalai,,,,8,,,,,
,,Tiruvannamalai,,,,4,,,,,
,,Tiruvannamalai,,,,3,,,,,
,,Tiruvannamalai,,,,16,,,,,
,,Tiruvannamalai,,,,15,,,,,
,,Tiruvannamalai,,,,6,,,,,
,,Tiruvannamalai,,,,14,,,,,
,,Tiruvannamalai,,,,12,,,,,
,,Tiruvannamalai,,,,13,,,,,
,,Tiruvannamalai,,,,11,,,,,
,,Tiruvannamalai,,,,10,,,,,
,,Tiruvannamalai,,,,7,,,,,
,,Tiruvannamalai,,,,5,,,,,
,,Kilpennathur,,,,8,,,,,
,,Kilpennathur,,,,1,,,,,
,,Kilpennathur,,,,10,,,,,
,,Kilpennathur,,,,4,,,,,
,,Kilpennathur,,,,5,,,,,
,,Kilpennathur,,,,2,,,,,
,,Kilpennathur,,,,13,,,,,
,,Kilpennathur,,,,3,,,,,
,,Kilpennathur,,,,19,,,,,
,,Kilpennathur,,,,15,,,,,
,,Kilpennathur,,,,17,,,,,
,,Kilpennathur,,,,16,,,,,
,,Kilpennathur,,,,20,,,,,
,,Kilpennathur,,,,12,,,,,
,,Kilpennathur,,,,9,,,,,
,,Kilpennathur,,,,11,,,,,
,,Kilpennathur,,,,14,,,,,
,,Kilpennathur,,,,7,,,,,
,,Kilpennathur,,,,21,,,,,
,,Kilpennathur,,,,22,,,,,
,,Kilpennathur,,,,18,,,,,
,,Kilpennathur,,,,6,,,,,
,,Kalasapakkam,,,,1,,,,,
,,Kalasapakkam,,,,4,,,,,
,,Kalasapakkam,,,,2,,,,,
,,Kalasapakkam,,,,8,,,,,
,,Kalasapakkam,,,,15,,,,,
,,Kalasapakkam,,,,16,,,,,
,,Kalasapakkam,,,,3,,,,,
,,Kalasapakkam,,,,13,,,,,
,,Kalasapakkam,,,,10,,,,,
,,Kalasapakkam,,,,12,,,,,
,,Kalasapakkam,,,,6,,,,,
,,Kalasapakkam,,,,7,,,,,
,,Kalasapakkam,,,,14,,,,,
,,Kalasapakkam,,,,9,,,,,
,,Kalasapakkam,,,,11,,,,,
,,Kalasapakkam,,,,5,,,,,
,,Polur,,,,8,,,,,
,,Polur,,,,1,,,,,
,,Polur,,,,2,,,,,
,,Polur,,,,4,,,,,
,,Polur,,,,3,,,,,
,,Polur,,,,7,,,,,
,,Polur,,,,15,,,,,
,,Polur,,,,14,,,,,
,,Polur,,,,16,,,,,
,,Polur,,,,11,,,,,
,,Polur,,,,12,,,,,
,,Polur,,,,13,,,,,
,,Polur,,,,10,,,,,
,,Polur,,,,5,,,,,
,,Polur,,,,9,,,,,
,,Polur,,,,6,,,,,
,,Arani,,,,2,,,,,
,,Arani,,,,9,,,,,
,,Arani,,,,5,,,,,
,,Arani,,,,1,,,,,
,,Arani,,,,7,,,,,
,,Arani,,,,3,,,,,
,,Arani,,,,4,,,,,
,,Arani,,,,11,,,,,
,,Arani,,,,16,,,,,
,,Arani,,,,15,,,,,
,,Arani,,,,8,,,,,
,,Arani,,,,12,,,,,
,,Arani,,,,10,,,,,
,,Arani,,,,14,,,,,
,,Arani,,,,13,,,,,
,,Arani,,,,6,,,,,
,,Cheyyar,,,,2,,,,,
,,Cheyyar,,,,8,,,,,
,,Cheyyar,,,,1,,,,,
,,Cheyyar,,,,9,,,,,
,,Cheyyar,,,,14,,,,,
,,Cheyyar,,,,3,,,,,
,,Cheyyar,,,,13,,,,,
,,Cheyyar,,,,4,,,,,
,,Cheyyar,,,,15,,,,,
,,Cheyyar,,,,6,,,,,
,,Cheyyar,,,,16,,,,,
,,Cheyyar,,,,11,,,,,
,,Cheyyar,,,,10,,,,,
,,Cheyyar,,,,7,,,,,
,,Cheyyar,,,,12,,,,,
,,Cheyyar,,,,5,,,,,
,,Vandavasi,,,,1,,,,,
,,Vandavasi,,,,8,,,,,
,,Vandavasi,,,,6,,,,,
,,Vandavasi,,,,11,,,,,
,,Vandavasi,,,,3,,,,,
,,Vandavasi,,,,2,,,,,
,,Vandavasi,,,,5,,,,,
,,Vandavasi,,,,7,,,,,
,,Vandavasi,,,,12,,,,,
,,Vandavasi,,,,10,,,,,
,,Vandavasi,,,,9,,,,,
,,Vandavasi,,,,4,,,,,
,,Gingee,,,,1,,,,,
,,Gingee,,,,8,,,,,
,,Gingee,,,,10,,,,,
,,Gingee,,,,4,,,,,
,,Gingee,,,,3,,,,,
,,Gingee,,,,2,,,,,
,,Gingee,,,,6,,,,,
,,Gingee,,,,12,,,,,
,,Gingee,,,,7,,,,,
,,Gingee,,,,13,,,,,
,,Gingee,,,,14,,,,,
,,Gingee,,,,11,,,,,
,,Gingee,,,,9,,,,,
,,Gingee,,,,5,,,,,
,,Mailam,,,,4,,,,,
,,Mailam,,,,7,,,,,
,,Mailam,,,,2,,,,,
,,Mailam,,,,3,,,,,
,,Mailam,,,,1,,,,,
,,Mailam,,,,10,,,,,
,,Mailam,,,,15,,,,,
,,Mailam,,,,13,,,,,
,,Mailam,,,,12,,,,,
,,Mailam,,,,14,,,,,
,,Mailam,,,,9,,,,,
,,Mailam,,,,6,,,,,
,,Mailam,,,,8,,,,,
,,Mailam,,,,11,,,,,
,,Mailam,,,,5,,,,,
,,Tindivanam,,,,1,,,,,
,,Tindivanam,,,,7,,,,,
,,Tindivanam,,,,4,,,,,
,,Tindivanam,,,,2,,,,,
,,Tindivanam,,,,8,,,,,
,,Tindivanam,,,,10,,,,,
,,Tindivanam,,,,3,,,,,
,,Tindivanam,,,,5,,,,,
,,Tindivanam,,,,15,,,,,
,,Tindivanam,,,,12,,,,,
,,Tindivanam,,,,14,,,,,
,,Tindivanam,,,,13,,,,,
,,Tindivanam,,,,9,,,,,
,,Tindivanam,,,,16,,,,,
,,Tindivanam,,,,11,,,,,
,,Tindivanam,,,,6,,,,,
,,Vanur,,,,4,,,,,
,,Vanur,,,,1,,,,,
,,Vanur,,,,8,,,,,
,,Vanur,,,,5,,,,,
,,Vanur,,,,3,,,,,
,,Vanur,,,,2,,,,,
,,Vanur,,,,7,,,,,
,,Vanur,,,,6,,,,,
,,Villupuram,,,,1,,,,,
,,Villupuram,,,,2,,,,,
,,Villupuram,,,,8,,,,,
,,Villupuram,,,,3,,,,,
,,Villupuram,,,,4,,,,,
,,Villupuram,,,,10,,,,,
,,Villupuram,,,,13,,,,,
,,Villupuram,,,,5,,,,,
,,Villupuram,,,,23,,,,,
,,Villupuram,,,,15,,,,,
,,Villupuram,,,,26,,,,,
,,Villupuram,,,,22,,,,,
,,Villupuram,,,,17,,,,,
,,Villupuram,,,,18,,,,,
,,Villupuram,,,,11,,,,,
,,Villupuram,,,,7,,,,,
,,Villupuram,,,,9,,,,,
,,Villupuram,,,,12,,,,,
,,Villupuram,,,,24,,,,,
,,Villupuram,,,,19,,,,,
,,Villupuram,,,,25,,,,,
,,Villupuram,,,,20,,,,,
,,Villupuram,,,,21,,,,,
,,Villupuram,,,,16,,,,,
,,Villupuram,,,,14,,,,,
,,Villupuram,,,,6,,,,,
,,Vikravandi,,,,8,,,,,
,,Vikravandi,,,,1,,,,,
,,Vikravandi,,,,2,,,,,
,,Vikravandi,,,,7,,,,,
,,Vikravandi,,,,4,,,,,
,,Vikravandi,,,,11,,,,,
,,Vikravandi,,,,12,,,,,
,,Vikravandi,,,,3,,,,,
,,Vikravandi,,,,15,,,,,
,,Vikravandi,,,,14,,,,,
,,Vikravandi,,,,13,,,,,
,,Vikravandi,,,,10,,,,,
,,Vikravandi,,,,9,,,,,
,,Vikravandi,,,,6,,,,,
,,Vikravandi,,,,5,,,,,
,,Tirukkoyilur,,,,2,,,,,
,,Tirukkoyilur,,,,9,,,,,
,,Tirukkoyilur,,,,1,,,,,
,,Tirukkoyilur,,,,3,,,,,
,,Tirukkoyilur,,,,10,,,,,
,,Tirukkoyilur,,,,7,,,,,
,,Tirukkoyilur,,,,4,,,,,
,,Tirukkoyilur,,,,14,,,,,
,,Tirukkoyilur,,,,15,,,,,
,,Tirukkoyilur,,,,8,,,,,
,,Tirukkoyilur,,,,13,,,,,
,,Tirukkoyilur,,,,12,,,,,
,,Tirukkoyilur,,,,6,,,,,
,,Tirukkoyilur,,,,11,,,,,
,,Tirukkoyilur,,,,5,,,,,
,,Ulundurpettai,,,,2,,,,,
,,Ulundurpettai,,,,7,,,,,
,,Ulundurpettai,,,,1,,,,,
,,Ulundurpettai,,,,4,,,,,
,,Ulundurpettai,,,,14,,,,,
,,Ulundurpettai,,,,8,,,,,
,,Ulundurpettai,,,,16,,,,,
,,Ulundurpettai,,,,3,,,,,
,,Ulundurpettai,,,,12,,,,,
,,Ulundurpettai,,,,13,,,,,
,,Ulundurpettai,,,,15,,,,,
,,Ulundurpettai,,,,11,,,,,
,,Ulundurpettai,,,,10,,,,,
,,Ulundurpettai,,,,6,,,,,
,,Ulundurpettai,,,,9,,,,,
,,Ulundurpettai,,,,5,,,,,
,,Rishivandiyam,,,,1,,,,,
,,Rishivandiyam,,,,2,,,,,
,,Rishivandiyam,,,,8,,,,,
,,Rishivandiyam,,,,7,,,,,
,,Rishivandiyam,,,,3,,,,,
,,Rishivandiyam,,,,12,,,,,
,,Rishivandiyam,,,,14,,,,,
,,Rishivandiyam,,,,4,,,,,
,,Rishivandiyam,,,,15,,,,,
,,Rishivandiyam,,,,13,,,,,
,,Rishivandiyam,,,,16,,,,,
,,Rishivandiyam,,,,11,,,,,
,,Rishivandiyam,,,,10,,,,,
,,Rishivandiyam,,,,9,,,,,
,,Rishivandiyam,,,,6,,,,,
,,Rishivandiyam,,,,5,,,,,
,,Sankarapuram,,,,1,,,,,
,,Sankarapuram,,,,8,,,,,
